id,total_days,avail_days,avail_rate
673741797107840347,365,130,0.3561643835616438
674176281975643357,365,149,0.40821917808219177
674309469108588722,365,0,0.0
674328595364570660,365,320,0.8767123287671232
674330602907373164,365,350,0.958904109589041
675628990624711206,365,156,0.4273972602739726
675629054694787610,365,241,0.6602739726027397
676314744320589919,365,150,0.410958904109589
676316945730805739,365,163,0.4465753424657534
676318600549129622,365,83,0.2273972602739726
676320769749369627,365,133,0.3643835616438356
676322031131984077,365,145,0.3972602739726027
676323849884029787,365,156,0.4273972602739726
677089535704769382,365,355,0.9726027397260274
678148533379699103,365,152,0.41643835616438357
679334111960102780,365,358,0.9808219178082191
684278933410633890,365,97,0.26575342465753427
684411735813733700,365,135,0.3698630136986301
687122858829855081,365,0,0.0
687388475327500363,365,31,0.08493150684931507
687617866299476193,365,2,0.005479452054794521
687812462523210555,365,302,0.8273972602739726
687948176724953464,365,176,0.4821917808219178
688712177975977398,365,138,0.3780821917808219
688736936440590337,365,177,0.4849315068493151
688828104267139090,365,164,0.44931506849315067
689519982404278943,365,149,0.40821917808219177
690955889699049256,365,147,0.40273972602739727
693336059359206247,365,136,0.3726027397260274
693846133972752412,365,226,0.6191780821917808
694628974140465599,365,89,0.24383561643835616
695090151889877568,365,321,0.8794520547945206
695274372602715621,365,225,0.6164383561643836
696162776957066534,365,362,0.9917808219178083
696897135220065762,365,24,0.06575342465753424
696915478516401794,365,4,0.010958904109589041
701004886049773403,365,265,0.726027397260274
701299807445830146,365,198,0.5424657534246575
701969473272438726,365,115,0.3150684931506849
703310987286860293,365,89,0.24383561643835616
703535284997320425,365,328,0.8986301369863013
703940129692784348,365,171,0.4684931506849315
704686504237754018,365,104,0.28493150684931506
706151883780829353,365,323,0.8849315068493151
706733785865870510,365,298,0.8164383561643835
707650410073275342,365,365,1.0
707799502221059077,365,0,0.0
708410246517729999,365,157,0.4301369863013699
709252807375274153,365,156,0.4273972602739726
710692628032365451,365,365,1.0
713787241931578092,365,101,0.27671232876712326
714165772860776576,365,346,0.947945205479452
714181964391902079,365,358,0.9808219178082191
715422680137717460,365,180,0.4931506849315068
715436172168651314,365,180,0.4931506849315068
716277088192482239,365,365,1.0
716573734909516629,365,338,0.9260273972602739
720607063522548171,365,175,0.4794520547945205
720648711829594394,365,307,0.8410958904109589
720708919403928833,365,348,0.9534246575342465
725206999412195262,365,83,0.2273972602739726
726643190557177473,365,358,0.9808219178082191
726726783980443638,365,258,0.7068493150684931
728628894331477688,365,50,0.136986301369863
728669477726860545,365,108,0.2958904109589041
728809105503408048,365,337,0.9232876712328767
729738649274767192,365,32,0.08767123287671233
730031944070418305,365,212,0.5808219178082191
731000487224752907,365,24,0.06575342465753424
731045483898367390,365,65,0.1780821917808219
732595649644410995,365,250,0.684931506849315
733247867908789979,365,137,0.37534246575342467
733851139018947507,365,172,0.4712328767123288
734263669066060119,365,268,0.7342465753424657
735835299360389967,365,316,0.8657534246575342
736451049728886446,365,245,0.6712328767123288
736451423462230070,365,254,0.6958904109589041
736458047105464778,365,103,0.2821917808219178
736463598057653151,365,90,0.2465753424657534
736471911733463093,365,267,0.7315068493150685
736642473925984409,365,337,0.9232876712328767
736903343908082911,365,51,0.13972602739726028
737614403705512093,365,128,0.3506849315068493
738100326869925778,365,345,0.9452054794520548
738253037476770287,365,244,0.6684931506849315
738322392665808067,365,163,0.4465753424657534
738921152503701955,365,19,0.052054794520547946
739062412391250822,365,45,0.1232876712328767
739071795983218359,365,119,0.32602739726027397
739357791917911928,365,1,0.0027397260273972603
739570691118054429,365,31,0.08493150684931507
739589574212136324,365,31,0.08493150684931507
739936810328546480,365,244,0.6684931506849315
740753115740288570,365,180,0.4931506849315068
740935647780263155,365,12,0.03287671232876712
741149666843325702,365,117,0.32054794520547947
741809503811848852,365,343,0.9397260273972603
741809940172685821,365,345,0.9452054794520548
741880528886192933,365,234,0.6410958904109589
744659259082631278,365,365,1.0
745359115520936637,365,164,0.44931506849315067
746689408398265048,365,261,0.7150684931506849
746760767374001479,365,61,0.16712328767123288
747706181790282523,365,99,0.27123287671232876
748094713283522579,365,90,0.2465753424657534
749590556360903474,365,293,0.8027397260273973
750294634491883836,365,261,0.7150684931506849
750564164515703616,365,29,0.07945205479452055
751642254831898888,365,160,0.4383561643835616
751874717462268115,365,67,0.18356164383561643
752427983531071380,365,274,0.7506849315068493
753222264412770539,365,322,0.8821917808219178
753544112614904465,365,138,0.3780821917808219
754867452031803364,365,348,0.9534246575342465
755660728518343819,365,258,0.7068493150684931
756425164005312346,365,84,0.23013698630136986
756439713557357649,365,172,0.4712328767123288
756689464654399853,365,162,0.4438356164383562
757249709744910332,365,335,0.9178082191780822
758892129868375449,365,208,0.5698630136986301
759688795816179015,365,202,0.5534246575342465
759955130477168970,365,333,0.9123287671232877
760446791657701349,365,147,0.40273972602739727
760759839898653021,365,235,0.6438356164383562
764076075281199303,365,153,0.4191780821917808
764170415665769475,365,352,0.9643835616438357
764366430758347565,365,79,0.21643835616438356
764417656396759697,365,363,0.9945205479452055
765114905464957816,365,0,0.0
765666159430378740,365,166,0.4547945205479452
765686828534709613,365,78,0.2136986301369863
766660591401043253,365,90,0.2465753424657534
766872738189259095,365,104,0.28493150684931506
766997271105978860,365,78,0.2136986301369863
767050547962981801,365,153,0.4191780821917808
767223287445273719,365,87,0.23835616438356164
767492888534656403,365,80,0.2191780821917808
767742249471356609,365,90,0.2465753424657534
767859207865234354,365,168,0.4602739726027397
769133197471562323,365,84,0.23013698630136986
770886565703934947,365,270,0.7397260273972602
771196314247138835,365,217,0.5945205479452055
771453366033899729,365,121,0.3315068493150685
771502318386243187,365,38,0.10410958904109589
771517637780134777,365,180,0.4931506849315068
771997547745183083,365,151,0.4136986301369863
772922018421214988,365,126,0.3452054794520548
774156088516388979,365,352,0.9643835616438357
774303345719257571,365,195,0.5342465753424658
774348753017469436,365,90,0.2465753424657534
774461088572748411,365,39,0.10684931506849316
775050861943708893,365,365,1.0
775203954681206261,365,247,0.6767123287671233
775597173120420984,365,173,0.473972602739726
776029613768329621,365,354,0.9698630136986301
776321632106607811,365,364,0.9972602739726028
776452042446940789,365,42,0.11506849315068493
777228764749161343,365,179,0.4904109589041096
777240168017089408,365,49,0.13424657534246576
777509340887136606,365,365,1.0
778019075827523058,365,67,0.18356164383561643
778083588407911598,365,50,0.136986301369863
778109580982919379,365,34,0.09315068493150686
778124703439027267,365,43,0.1178082191780822
778629689185029401,365,270,0.7397260273972602
778695038602199348,365,270,0.7397260273972602
778792739844731031,365,230,0.6301369863013698
778955991202345096,365,180,0.4931506849315068
780171287519992155,365,5,0.0136986301369863
780198302197523711,365,31,0.08493150684931507
780654284784791005,365,179,0.4904109589041096
781079393287783665,365,0,0.0
781341240511319988,365,41,0.11232876712328767
781362282203023655,365,54,0.14794520547945206
781405547047326467,365,66,0.18082191780821918
782179832792554982,365,100,0.273972602739726
782192266563228426,365,0,0.0
782834602027039637,365,179,0.4904109589041096
782840096152179822,365,135,0.3698630136986301
782843055516027102,365,179,0.4904109589041096
782855869203493023,365,112,0.30684931506849317
782867105307124390,365,179,0.4904109589041096
782879938531342796,365,179,0.4904109589041096
783035745230513649,365,115,0.3150684931506849
783089256075100723,365,30,0.0821917808219178
783146856966972334,365,314,0.8602739726027397
783802583703061848,365,234,0.6410958904109589
785219826851874003,365,101,0.27671232876712326
785235612376331117,365,81,0.2219178082191781
785356709980806102,365,176,0.4821917808219178
785481775624078496,365,364,0.9972602739726028
785866625104220150,365,361,0.989041095890411
786622837629714376,365,230,0.6301369863013698
787233719654792282,365,36,0.09863013698630137
787521294207739693,365,151,0.4136986301369863
787671960354198720,365,89,0.24383561643835616
788113882772186228,365,364,0.9972602739726028
788293621543254447,365,85,0.2328767123287671
788314023347122848,365,68,0.1863013698630137
788414928054130299,365,237,0.6493150684931507
788791221922560465,365,340,0.9315068493150684
789110893336073299,365,233,0.6383561643835617
789303695096571247,365,284,0.7780821917808219
790154502040960995,365,153,0.4191780821917808
790291847531225062,365,305,0.8356164383561644
790769972851552031,365,179,0.4904109589041096
790793603396695603,365,179,0.4904109589041096
790895426847015362,365,365,1.0
791106459766666709,365,179,0.4904109589041096
791110453227217621,365,179,0.4904109589041096
791122834220509286,365,179,0.4904109589041096
791130103289817480,365,134,0.36712328767123287
791201957047535610,365,177,0.4849315068493151
791751689014073157,365,176,0.4821917808219178
791985114383198714,365,178,0.4876712328767123
792360317392877846,365,180,0.4931506849315068
792641998280852003,365,137,0.37534246575342467
793093597088024881,365,165,0.4520547945205479
793219238971341589,365,241,0.6602739726027397
793741624098543387,365,14,0.038356164383561646
793770653645558051,365,75,0.2054794520547945
793784570034753335,365,61,0.16712328767123288
793816111606658851,365,179,0.4904109589041096
794039486287167788,365,266,0.7287671232876712
794173792562785337,365,43,0.1178082191780822
795874419761575041,365,114,0.31232876712328766
796305572417883094,365,209,0.5726027397260274
796655579924412844,365,122,0.33424657534246577
796662227700914545,365,69,0.18904109589041096
797545799182831337,365,89,0.24383561643835616
797658103362169479,365,132,0.36164383561643837
797707006089923234,365,89,0.24383561643835616
797797441057547307,365,364,0.9972602739726028
799007721300681917,365,335,0.9178082191780822
799090425284222438,365,358,0.9808219178082191
799589928925338005,365,345,0.9452054794520548
799761664847159156,365,359,0.9835616438356164
799768861441566185,365,355,0.9726027397260274
800568471384596881,365,117,0.32054794520547947
800593816791970684,365,179,0.4904109589041096
800622266866160165,365,179,0.4904109589041096
800627125062437142,365,179,0.4904109589041096
800634443750352524,365,365,1.0
800637374020330042,365,365,1.0
801046870921771613,365,364,0.9972602739726028
802550803541818906,365,278,0.7616438356164383
803080252890905011,365,365,1.0
804189013554564996,365,89,0.24383561643835616
804444410502787267,365,17,0.04657534246575343
804705062997872720,365,44,0.12054794520547946
804802813404537858,365,122,0.33424657534246577
805301484553952723,365,80,0.2191780821917808
806089685986056697,365,180,0.4931506849315068
806186664722906871,365,342,0.936986301369863
807351534870112863,365,163,0.4465753424657534
807444655096061281,365,0,0.0
807799272978453601,365,0,0.0
807814621723862517,365,0,0.0
808236818177427659,365,214,0.5863013698630137
808283336112502848,365,148,0.4054794520547945
808660626616995904,365,277,0.7589041095890411
809734614498400370,365,360,0.9863013698630136
810370156712320665,365,111,0.3041095890410959
810389003262735639,365,130,0.3561643835616438
811842894648939585,365,257,0.7041095890410959
811968958591129186,365,117,0.32054794520547947
812294143218625814,365,165,0.4520547945205479
814174795782589937,365,252,0.6904109589041096
814375714526318800,365,305,0.8356164383561644
814807307792115826,365,93,0.2547945205479452
815504973316354649,365,70,0.1917808219178082
815834228711518727,365,99,0.27123287671232876
816271633628345141,365,89,0.24383561643835616
816591171475699517,365,170,0.4657534246575342
816932034070944042,365,298,0.8164383561643835
817031122478771573,365,161,0.4410958904109589
817738023098587222,365,225,0.6164383561643836
817859538216529455,365,126,0.3452054794520548
817887637379938423,365,267,0.7315068493150685
818036469274849751,365,364,0.9972602739726028
818046103147515103,365,235,0.6438356164383562
818409481744980746,365,27,0.07397260273972603
818463514273105605,365,364,0.9972602739726028
818562774645646186,365,248,0.6794520547945205
818751900169255700,365,214,0.5863013698630137
819255839437331377,365,359,0.9835616438356164
819367207449752010,365,351,0.9616438356164384
819464615397816510,365,146,0.4
819978634019150176,365,298,0.8164383561643835
820590905603889537,365,134,0.36712328767123287
820674518251043070,365,365,1.0
820806171285339237,365,365,1.0
821330309358422819,365,49,0.13424657534246576
822233060439308928,365,354,0.9698630136986301
822243668690212331,365,310,0.8493150684931506
822368167378149307,365,89,0.24383561643835616
822368684647628774,365,111,0.3041095890410959
822497992949608003,365,158,0.4328767123287671
822887321192463895,365,89,0.24383561643835616
822977762995914952,365,199,0.5452054794520548
823791988635058949,365,106,0.29041095890410956
823892157133735447,365,271,0.7424657534246575
824241809807787529,365,364,0.9972602739726028
824430199328579950,365,179,0.4904109589041096
824470501971051065,365,179,0.4904109589041096
824613643107856132,365,97,0.26575342465753427
825196994193814898,365,141,0.3863013698630137
825732849610679467,365,303,0.8301369863013699
825933203087857473,365,179,0.4904109589041096
825984882549752240,365,222,0.6082191780821918
826435067528873727,365,32,0.08767123287671233
826731741034801702,365,62,0.16986301369863013
827839812109065445,365,212,0.5808219178082191
827865275903111186,365,124,0.33972602739726027
828041166766378260,365,303,0.8301369863013699
830096647457842088,365,99,0.27123287671232876
830184796011091847,365,0,0.0
830640755491360484,365,55,0.1506849315068493
830760856800710254,365,165,0.4520547945205479
830933273716749346,365,108,0.2958904109589041
831074071872726927,365,206,0.5643835616438356
831175344019526348,365,76,0.20821917808219179
831187601077066892,365,1,0.0027397260273972603
831198418309571828,365,57,0.15616438356164383
831227729496951478,365,65,0.1780821917808219
831438580449674186,365,18,0.049315068493150684
832000176373451712,365,0,0.0
832277255092344958,365,256,0.7013698630136986
833026327352911328,365,255,0.6986301369863014
833122040995005647,365,229,0.6273972602739726
833579819303898738,365,269,0.736986301369863
833758831806817991,365,339,0.9287671232876712
833948905683235085,365,263,0.7205479452054795
834224447168458467,365,311,0.852054794520548
835207271151392549,365,7,0.019178082191780823
836045630406959183,365,167,0.4575342465753425
836458338856844735,365,67,0.18356164383561643
836458343968935792,365,223,0.6109589041095891
836458347427905932,365,38,0.10410958904109589
836458624676965928,365,246,0.673972602739726
836555248212842252,365,242,0.663013698630137
836766454646402642,365,334,0.915068493150685
836824636764760258,365,87,0.23835616438356164
837382965313600549,365,166,0.4547945205479452
837460734445812789,365,315,0.863013698630137
837573865423456759,365,270,0.7397260273972602
837595604546676034,365,82,0.22465753424657534
838149944081256120,365,179,0.4904109589041096
838342467689295867,365,175,0.4794520547945205
838854277148623869,365,233,0.6383561643835617
839732520562468136,365,170,0.4657534246575342
840328829630100239,365,81,0.2219178082191781
840469656001077751,365,305,0.8356164383561644
840742132427076238,365,98,0.2684931506849315
841113545245406088,365,100,0.273972602739726
841117437658886593,365,89,0.24383561643835616
841633725869447873,365,41,0.11232876712328767
841653173546983658,365,52,0.14246575342465753
841681412617443944,365,175,0.4794520547945205
841743573732404992,365,338,0.9260273972602739
841843184613126182,365,364,0.9972602739726028
842480226463559009,365,0,0.0
842674424818904334,365,132,0.36164383561643837
843031860935716096,365,237,0.6493150684931507
843037717337314323,365,256,0.7013698630136986
843865759868194434,365,104,0.28493150684931506
843912797172852672,365,70,0.1917808219178082
844086460212558447,365,154,0.42191780821917807
844730109376698475,365,122,0.33424657534246577
844956258963016012,365,177,0.4849315068493151
845029327225401795,365,359,0.9835616438356164
846112557784786546,365,365,1.0
846336997821396672,365,57,0.15616438356164383
846631479995666079,365,245,0.6712328767123288
846688247166668116,365,0,0.0
846742806515684699,365,25,0.0684931506849315
846743245664276546,365,0,0.0
846971222642583051,365,334,0.915068493150685
846976805127720781,365,364,0.9972602739726028
847350386467245337,365,122,0.33424657534246577
847417528333279290,365,12,0.03287671232876712
847422785443414483,365,0,0.0
847430072743293787,365,364,0.9972602739726028
847466904040021871,365,0,0.0
847467217800081643,365,178,0.4876712328767123
847536193583946722,365,180,0.4931506849315068
847770363837429293,365,249,0.6821917808219178
848167637040480211,365,328,0.8986301369863013
848233602024306434,365,117,0.32054794520547947
848272446425378808,365,89,0.24383561643835616
848336782246526620,365,149,0.40821917808219177
848746377117630450,365,339,0.9287671232876712
848888282698024992,365,122,0.33424657534246577
848901132077271725,365,357,0.9780821917808219
848904976705486072,365,122,0.33424657534246577
848976754315741127,365,150,0.410958904109589
849037419519892431,365,256,0.7013698630136986
849052819142963850,365,241,0.6602739726027397
849054567147634401,365,276,0.7561643835616438
849092984779951736,365,134,0.36712328767123287
849125150374328884,365,342,0.936986301369863
849152847693323412,365,4,0.010958904109589041
849722004308227411,365,237,0.6493150684931507
850279618805913693,365,364,0.9972602739726028
850460131347955912,365,180,0.4931506849315068
850491953666122174,365,77,0.21095890410958903
850609834062625952,365,305,0.8356164383561644
851126048791597115,365,355,0.9726027397260274
851196323192342980,365,332,0.9095890410958904
851197564640438176,365,234,0.6410958904109589
851295985954814156,365,207,0.5671232876712329
851391408577324998,365,254,0.6958904109589041
852761915848741718,365,141,0.3863013698630137
853206766512168623,365,364,0.9972602739726028
853886685959900445,365,350,0.958904109589041
854126526077679617,365,140,0.3835616438356164
854258461809014830,365,329,0.9013698630136986
854300354140139865,365,150,0.410958904109589
854691810709958585,365,155,0.4246575342465753
854896424840372203,365,306,0.8383561643835616
854995219049032141,365,90,0.2465753424657534
855227467991490417,365,359,0.9835616438356164
855615137042439261,365,51,0.13972602739726028
856158393636596010,365,306,0.8383561643835616
856254551051622033,365,134,0.36712328767123287
856270654911840712,365,62,0.16986301369863013
856275433320848565,365,303,0.8301369863013699
856376392959375658,365,68,0.1863013698630137
856855202516285282,365,120,0.3287671232876712
856994334796007587,365,212,0.5808219178082191
857441559647106545,365,328,0.8986301369863013
857450354966367636,365,365,1.0
857589251390948690,365,116,0.3178082191780822
857592834369625400,365,116,0.3178082191780822
857616372547407484,365,147,0.40273972602739727
857616376592393945,365,137,0.37534246575342467
857616380618982745,365,157,0.4301369863013699
857616384728237758,365,146,0.4
857616388408834717,365,160,0.4383561643835616
857869225674963566,365,171,0.4684931506849315
858368276947191163,365,323,0.8849315068493151
858792167506177329,365,197,0.5397260273972603
859166292796885643,365,57,0.15616438356164383
859405688257653974,365,148,0.4054794520547945
859682599543295746,365,111,0.3041095890410959
859884565842201503,365,235,0.6438356164383562
860578063306879586,365,0,0.0
860681112387418957,365,222,0.6082191780821918
860778600877754458,365,148,0.4054794520547945
861276230891195237,365,0,0.0
861459698065246900,365,266,0.7287671232876712
861947185223352436,365,297,0.8136986301369863
862000257827258086,365,138,0.3780821917808219
862010998539605604,365,11,0.030136986301369864
862020759495903945,365,233,0.6383561643835617
862664690187933014,365,148,0.4054794520547945
862868656072104958,365,193,0.5287671232876713
862872706245820539,365,301,0.8246575342465754
863050690084894211,365,185,0.5068493150684932
863106660151798893,365,87,0.23835616438356164
863320629163186251,365,170,0.4657534246575342
863388038124424071,365,243,0.6657534246575343
863422388428606117,365,261,0.7150684931506849
863468921773993520,365,336,0.9205479452054794
863504586146318331,365,211,0.5780821917808219
863557754101501454,365,100,0.273972602739726
863992372183306401,365,286,0.7835616438356164
864130098076579291,365,174,0.4767123287671233
864165435549128685,365,233,0.6383561643835617
864373578973980361,365,261,0.7150684931506849
864834268799410560,365,89,0.24383561643835616
865593454711782334,365,99,0.27123287671232876
865701547632069272,365,181,0.4958904109589041
865791735934449229,365,185,0.5068493150684932
865796034989937990,365,195,0.5342465753424658
866311865316211919,365,332,0.9095890410958904
866318653088851090,365,118,0.3232876712328767
866350227347516106,365,100,0.273972602739726
866390032965935729,365,100,0.273972602739726
866468215209471075,365,269,0.736986301369863
866510774507460891,365,357,0.9780821917808219
866510786915946289,365,299,0.8191780821917808
866570005551539653,365,82,0.22465753424657534
866977128625278439,365,338,0.9260273972602739
867198890420314116,365,207,0.5671232876712329
867221816342771141,365,161,0.4410958904109589
867240730429053963,365,149,0.40821917808219177
867618196752415885,365,251,0.6876712328767123
867659555714435538,365,185,0.5068493150684932
867763700150385156,365,165,0.4520547945205479
867788180197830582,365,154,0.42191780821917807
867811806955488099,365,260,0.7123287671232876
867832863114244942,365,276,0.7561643835616438
868356645364024593,365,127,0.34794520547945207
868380461918409249,365,100,0.273972602739726
868442675479826782,365,269,0.736986301369863
868457918751834211,365,179,0.4904109589041096
868478288066317207,365,331,0.9068493150684932
868591821487160610,365,158,0.4328767123287671
869065856699125188,365,175,0.4794520547945205
869199703463451374,365,201,0.5506849315068493
869210360662209586,365,282,0.7726027397260274
869213641243447639,365,262,0.7178082191780822
869406224332664065,365,174,0.4767123287671233
869406283362148853,365,178,0.4876712328767123
869820608701978983,365,0,0.0
869935833333217089,365,215,0.589041095890411
869940830927508649,365,178,0.4876712328767123
870461669589508072,365,169,0.46301369863013697
870892998782839004,365,269,0.736986301369863
870909586530759660,365,159,0.43561643835616437
870910972952537311,365,122,0.33424657534246577
870921485206263676,365,163,0.4465753424657534
871548544590677009,365,0,0.0
871557426173384012,365,121,0.3315068493150685
871562017976150396,365,122,0.33424657534246577
872108701014300284,365,174,0.4767123287671233
872143713134769331,365,86,0.2356164383561644
872277866248347613,365,321,0.8794520547945206
872457415943677578,365,170,0.4657534246575342
872650866758627785,365,70,0.1917808219178082
873046747151304221,365,342,0.936986301369863
873060467154810150,365,72,0.19726027397260273
873739619597268278,365,364,0.9972602739726028
873835189327800311,365,293,0.8027397260273973
873848967636986076,365,87,0.23835616438356164
874157758315751847,365,0,0.0
874476750427151610,365,62,0.16986301369863013
874514945893816767,365,47,0.12876712328767123
874634382323244050,365,45,0.1232876712328767
875100781463266202,365,183,0.5013698630136987
875276929498541624,365,332,0.9095890410958904
875347107170932317,365,171,0.4684931506849315
875355910782035906,365,149,0.40821917808219177
875594311736773939,365,163,0.4465753424657534
875603954548240363,365,172,0.4712328767123288
875651044379077465,365,107,0.29315068493150687
876447717231324276,365,83,0.2273972602739726
876535386260071645,365,49,0.13424657534246576
876606570799050635,365,252,0.6904109589041096
876821418367671236,365,268,0.7342465753424657
876987032092375540,365,114,0.31232876712328766
877108248896005381,365,358,0.9808219178082191
877181985282880593,365,341,0.9342465753424658
877261998806381191,365,241,0.6602739726027397
877309152275119599,365,313,0.8575342465753425
877346524664925592,365,177,0.4849315068493151
877428739825652335,365,58,0.1589041095890411
877821569854596323,365,0,0.0
877957450708260995,365,166,0.4547945205479452
877968616771705738,365,345,0.9452054794520548
877997520148434316,365,353,0.9671232876712329
878123256674101279,365,89,0.24383561643835616
878719847815814182,365,90,0.2465753424657534
878751713559989709,365,316,0.8657534246575342
878827622041491430,365,121,0.3315068493150685
878879549849328438,365,148,0.4054794520547945
879372473852964763,365,359,0.9835616438356164
879378797430883334,365,204,0.5589041095890411
880054435135090381,365,365,1.0
880207387376546640,365,59,0.16164383561643836
880416627712568693,365,84,0.23013698630136986
880838706371749308,365,167,0.4575342465753425
881013841967488806,365,364,0.9972602739726028
881390754752654518,365,272,0.7452054794520548
881448316338860060,365,143,0.3917808219178082
881523072000529881,365,129,0.35342465753424657
881636059959111429,365,350,0.958904109589041
881695487748043446,365,63,0.1726027397260274
882246631174940828,365,343,0.9397260273972603
882256539208959778,365,190,0.5205479452054794
882271233960815034,365,185,0.5068493150684932
882951416842925418,365,149,0.40821917808219177
883622298899491170,365,90,0.2465753424657534
883665806653906430,365,340,0.9315068493150684
883709562038530781,365,177,0.4849315068493151
883778179166695887,365,134,0.36712328767123287
883931980281253649,365,128,0.3506849315068493
884305142367954652,365,258,0.7068493150684931
884465314928642671,365,117,0.32054794520547947
884473698468909190,365,115,0.3150684931506849
885063497087900878,365,0,0.0
885066484418801744,365,0,0.0
885069556626862269,365,0,0.0
885114025053757760,365,339,0.9287671232876712
885261234475194123,365,176,0.4821917808219178
885918476168948005,365,90,0.2465753424657534
886076352299778571,365,73,0.2
886531086249368403,365,294,0.8054794520547945
886572542188067678,365,145,0.3972602739726027
886595904110411162,365,347,0.9506849315068493
886597628683971992,365,340,0.9315068493150684
886677461847712664,365,66,0.18082191780821918
886846448396724646,365,143,0.3917808219178082
886920211711377402,365,234,0.6410958904109589
886953475433750828,365,229,0.6273972602739726
887244824672894897,365,67,0.18356164383561643
887545652192657801,365,177,0.4849315068493151
887553815683239849,365,0,0.0
887566213910413015,365,169,0.46301369863013697
887571693210682543,365,272,0.7452054794520548
888364563536107315,365,173,0.473972602739726
888407792697419526,365,160,0.4383561643835616
888844392256502039,365,140,0.3835616438356164
888848360089187632,365,315,0.863013698630137
888902223915557756,365,202,0.5534246575342465
889026354593382937,365,166,0.4547945205479452
890235444773720706,365,165,0.4520547945205479
890293997415303401,365,339,0.9287671232876712
890474451583002817,365,76,0.20821917808219179
891010552342740939,365,58,0.1589041095890411
891016890439845794,365,87,0.23835616438356164
891039173042582175,365,291,0.7972602739726027
891256255710900456,365,90,0.2465753424657534
891697191075233900,365,364,0.9972602739726028
891768711511261139,365,345,0.9452054794520548
891775807575719314,365,323,0.8849315068493151
891786309660977474,365,341,0.9342465753424658
891970192799388418,365,38,0.10410958904109589
891994489322355969,365,277,0.7589041095890411
892045639818491703,365,161,0.4410958904109589
892355267058832902,365,165,0.4520547945205479
892403042458775904,365,180,0.4931506849315068
892414096851600861,365,261,0.7150684931506849
892483266177544670,365,273,0.7479452054794521
892504815320708661,365,114,0.31232876712328766
892530968113443638,365,102,0.27945205479452057
892531282736167270,365,53,0.14520547945205478
892678758248278288,365,135,0.3698630136986301
893146919676525885,365,97,0.26575342465753427
893148643009210144,365,132,0.36164383561643837
893295045441404182,365,90,0.2465753424657534
893366469113921783,365,178,0.4876712328767123
893865329641749306,365,177,0.4849315068493151
893869904057323315,365,0,0.0
894073327144157828,365,37,0.10136986301369863
894127328398980924,365,68,0.1863013698630137
894133522359798033,365,74,0.20273972602739726
894137245264947798,365,60,0.1643835616438356
894590786552738349,365,0,0.0
894596865958367673,365,0,0.0
894643008754362134,365,131,0.3589041095890411
894691722688510819,365,125,0.3424657534246575
894821210048733653,365,0,0.0
894905629501664435,365,179,0.4904109589041096
895235743791816021,365,343,0.9397260273972603
895486770909642084,365,160,0.4383561643835616
895564653944453106,365,283,0.7753424657534247
895587837597427233,365,179,0.4904109589041096
895847349975664729,365,340,0.9315068493150684
895895447048027417,365,137,0.37534246575342467
897391699074953884,365,48,0.13150684931506848
898023935109466417,365,0,0.0
898196662366121223,365,176,0.4821917808219178
898285895183186184,365,272,0.7452054794520548
898390831125208956,365,170,0.4657534246575342
898500374809807457,365,0,0.0
898569434496683059,365,0,0.0
898706311661556134,365,327,0.8958904109589041
898808190277364244,365,0,0.0
898877506085938037,365,223,0.6109589041095891
898901782539596769,365,356,0.9753424657534246
899043639539168031,365,0,0.0
899056183374568597,365,0,0.0
899064055404494504,365,0,0.0
899075515490756515,365,0,0.0
899087925051388732,365,0,0.0
899097488600165611,365,0,0.0
899102651235050902,365,0,0.0
899168783309762744,365,174,0.4767123287671233
899652004408126264,365,344,0.9424657534246575
899659583284548713,365,357,0.9780821917808219
899722630695952910,365,337,0.9232876712328767
899911828441074253,365,170,0.4657534246575342
900348227913757449,365,0,0.0
900450895826025252,365,168,0.4602739726027397
900959212755266757,365,83,0.2273972602739726
900973163823586987,365,42,0.11506849315068493
900982805790523193,365,164,0.44931506849315067
901135244279017498,365,28,0.07671232876712329
901420295632505177,365,66,0.18082191780821918
901801525542708113,365,121,0.3315068493150685
901814699045517924,365,110,0.3013698630136986
902000785193572639,365,316,0.8657534246575342
902513945419670987,365,0,0.0
902587772530544863,365,148,0.4054794520547945
902602739482681065,365,129,0.35342465753424657
902623363572529025,365,257,0.7041095890410959
902623715860445832,365,148,0.4054794520547945
902628421138168160,365,231,0.6328767123287671
902645863513871220,365,247,0.6767123287671233
902722372882319613,365,172,0.4712328767123288
902755905295109719,365,63,0.1726027397260274
902767524283426911,365,155,0.4246575342465753
902902084635686106,365,146,0.4
902903100929880426,365,167,0.4575342465753425
903127284776667470,365,243,0.6657534246575343
903259162848642042,365,325,0.8904109589041096
903302485988570238,365,157,0.4301369863013699
903464566051509112,365,175,0.4794520547945205
903480085191248022,365,80,0.2191780821917808
903570578837536248,365,44,0.12054794520547946
903605793890347504,365,174,0.4767123287671233
903639277064394882,365,161,0.4410958904109589
903952095477755422,365,177,0.4849315068493151
904026688315931746,365,120,0.3287671232876712
904053767941123318,365,230,0.6301369863013698
904103825231098906,365,346,0.947945205479452
904222802956553796,365,351,0.9616438356164384
904265004059267048,365,160,0.4383561643835616
904677218513875520,365,160,0.4383561643835616
904807129953791883,365,215,0.589041095890411
904948491486302171,365,119,0.32602739726027397
905024031025433673,365,180,0.4931506849315068
905361058879483621,365,235,0.6438356164383562
905503721565462688,365,173,0.473972602739726
