id,price,minimum_nights,calculated_host_listings_count,latitude,longitude,last_review_days_ago,reviews_per_month,is_superhost_proxy,avail_rate,room_type_enc,neighbourhood_enc,is_unsold
68398,1098.0,30,3,25.0287746,121.55468591047,184,0.09,1,0.7095890410958904,0,8,0
271733,1200.0,14,1,25.00581,121.55518,95,0.46,0,0.13424657534246576,0,9,0
272314,1220.0,90,1,25.04224,121.54265,4018,0.05,0,0.9808219178082191,0,8,1
289296,2622.0,30,2,25.04287,121.55112,617,0.22,0,0.4986301369863014,0,8,0
289298,2195.0,30,2,25.08091,121.55902,414,1.25,0,0.873972602739726,0,0,1
333362,1719.0,3,1,25.07893,121.55061,111,0.68,0,0.8931506849315068,0,0,0
646629,2220.0,2,1,25.01708136358273,121.53232686857233,98,1.83,0,0.27123287671232876,0,8,0
718493,1509.0,35,26,25.0692,121.58582,185,0.59,1,0.6246575342465753,0,3,0
761561,1537.0,5,1,25.02463,121.52318,155,0.28,0,0.36164383561643837,0,1,0
869581,3061.0,364,2,25.12665,121.53418,2126,0.23,0,0.9972602739726028,0,6,1
963051,1422.0,3,4,25.03648,121.5581,1067,0.03,1,0.6602739726027397,2,2,0
983054,510.0,31,2,25.03723,121.61464,1965,0.36,0,0.9972602739726028,2,5,1
1015037,1402.0,30,3,25.041624884945406,121.54974724342638,673,0.07,1,0.8794520547945206,0,8,1
1037747,1156.0,365,2,25.13702,121.50899,2122,0.61,0,0.9945205479452055,0,4,1
1072856,2709.0,1,7,25.05152,121.56966,1097,0.25,1,0.3232876712328767,1,10,0
1072857,3123.0,1,7,25.05159,121.56966,212,0.43,1,0.3589041095890411,1,10,0
1094125,4700.0,20,4,25.04175,121.55308,180,0.75,1,0.2,0,8,0
1097851,3018.0,2,1,25.04173,121.56663,107,2.1,0,0.9123287671232877,0,2,0
1120179,2090.0,21,4,25.04184,121.553,254,0.83,1,0.1780821917808219,0,8,0
1126278,2066.0,35,2,25.05713,121.55946,4374,0.01,0,0.9945205479452055,2,10,1
1259320,4222.0,28,1,25.03397,121.55313,142,1.4,0,0.3643835616438356,0,8,0
1297987,2321.0,7,1,25.04727,121.51671,142,1.33,0,0.6547945205479452,0,1,0
1599241,4750.0,1,2,25.11179,121.52735,9999,0.0,0,0.9972602739726028,2,6,1
1618365,1586.0,1,5,25.13384,121.50158,606,0.04,1,0.8821917808219178,2,4,1
1631691,1465.0,1,6,25.06117,121.54287,109,0.68,1,0.8931506849315068,0,0,0
1664910,1760.0,1,1,25.02692,121.51984,121,0.89,0,0.8273972602739726,0,1,0
1671130,1281.0,28,3,25.0454,121.51649,135,2.81,1,0.8191780821917808,0,1,0
1689077,1465.0,1,6,25.05978,121.54351,95,0.77,1,0.8767123287671232,0,0,0
1701140,1310.0,3,22,25.05258,121.52132,262,2.23,1,0.410958904109589,0,0,0
1718240,2572.0,1,3,25.0265,121.55221,121,1.23,1,0.5287671232876713,0,8,0
1804621,3374.0,3,1,25.044078826904297,121.5509033203125,168,0.59,0,0.7397260273972602,0,8,0
1805413,1444.0,1,6,25.05946,121.54363,93,0.67,1,0.9068493150684932,0,0,0
1808483,1170.0,2,4,25.03641,121.55653,93,1.09,1,0.8383561643835616,0,8,0
1828204,1444.0,1,6,25.06033,121.54288,714,0.57,1,0.9123287671232877,0,0,1
1828230,1465.0,1,6,25.05969,121.543,131,0.19,1,0.9095890410958904,0,0,0
1838528,1363.0,2,2,25.08967,121.52408,214,0.62,0,0.0,2,6,0
1849010,500.0,30,4,25.03389,121.52627,3904,0.03,1,1.0,2,8,1
1884880,1423.0,1,6,25.06024,121.54315,142,0.24,1,0.9095890410958904,0,0,1
1911361,702.0,30,2,25.03161,121.55981,2193,3.05,0,0.9808219178082191,2,2,1
1933639,1970.0,3,17,25.05867,121.53409,155,2.72,1,0.16712328767123288,1,0,0
1938837,1732.0,7,3,25.10667,121.52732,114,1.02,1,0.4575342465753425,0,6,0
1980573,2200.0,5,5,25.032166792826644,121.55338573471856,241,0.75,1,0.5698630136986301,0,8,0
2075962,1098.0,30,3,25.0287746,121.55468591047,708,0.11,1,0.473972602739726,0,8,0
2084454,823.0,30,3,25.04477,121.54371,915,0.02,1,0.9972602739726028,2,8,1
2114695,823.0,28,3,25.03594,121.57846,4335,0.01,1,1.0,2,2,1
2365294,2010.0,10,1,25.02408,121.52896,2189,0.22,0,0.0,2,8,0
2498582,650.0,30,4,25.03297,121.5282,3288,0.15,1,0.8712328767123287,2,8,1
2498747,500.0,30,4,25.0339,121.5265,3741,0.04,1,0.7287671232876712,2,8,1
2498893,300.0,30,4,25.0344,121.52626,3453,0.11,1,1.0,3,8,1
2553760,1186.0,5,3,25.09648,121.52403,2192,0.72,1,0.5972602739726027,2,6,0
2632210,5055.0,4,17,25.05152,121.5441,109,1.17,1,0.0547945205479452,0,10,0
2637590,1291.0,3,22,25.05264,121.52123,125,1.07,1,0.33972602739726027,0,0,0
2678719,326.0,30,5,25.05141,121.58158,235,0.03,1,0.4054794520547945,3,5,0
2753686,3139.0,28,2,25.0286,121.54749,435,1.37,0,0.6136986301369863,0,8,0
3028074,2300.0,21,4,25.04946,121.5765,127,2.04,1,0.7424657534246575,0,10,0
3070785,1257.0,5,7,25.0440857,121.5028873,321,0.53,1,0.3095890410958904,2,11,0
3106555,1848.0,6,2,25.02654,121.53376,130,1.5,0,0.5315068493150685,0,8,0
3186548,1304.0,3,4,25.03484,121.55672,164,0.59,1,0.5808219178082191,0,8,0
3304239,1453.0,38,1,25.0499,121.57453,158,0.44,0,0.8602739726027397,0,10,0
3399891,3960.0,31,11,25.02643,121.5286,442,0.1,1,0.7123287671232876,0,8,1
3407985,1273.0,1,1,25.04154,121.50595,2381,0.06,0,0.9616438356164384,2,11,1
3485675,1372.0,2,1,25.03824,121.58231,130,0.33,0,0.9260273972602739,2,2,0
3840606,2089.0,4,17,25.05031,121.54305,134,1.67,1,0.12876712328767123,0,0,0
3879242,1774.0,2,4,25.09349,121.52388,102,1.61,1,0.6,0,6,0
3908056,1350.0,3,4,25.02763,121.53874,1918,0.64,1,0.6027397260273972,0,8,0
3919250,2568.0,30,1,25.05371,121.51119,340,0.09,0,0.40821917808219177,0,7,0
3933100,3143.0,28,3,25.04242,121.50237,3255,0.49,1,0.4876712328767123,0,11,0
3975942,2760.0,31,11,25.02248,121.5285,208,0.09,1,0.5753424657534246,0,8,0
4014018,1523.0,5,3,25.0407,121.55377,109,1.24,1,0.6301369863013698,0,8,0
4014179,3500.0,6,8,25.02979,121.55839,301,0.05,1,0.16164383561643836,0,2,0
4018116,1470.0,4,3,25.04161,121.55479,102,1.22,1,0.7863013698630137,0,8,0
4035563,704.0,2,1,25.12178,121.53437,262,1.62,0,0.1095890410958904,2,6,0
4054999,1378.0,4,3,25.04167,121.55207,107,0.86,1,0.8575342465753425,0,8,0
4106145,1254.0,7,8,25.06146,121.54366,3126,0.1,1,0.7452054794520548,0,0,1
4106431,1490.0,7,8,25.05984,121.54377,3110,0.06,1,0.7452054794520548,0,0,1
4148503,2010.0,3,5,25.023682061454213,121.5262933781118,201,0.96,1,0.0,0,8,0
4317397,3500.0,7,8,25.03161,121.55804,252,0.09,1,0.16164383561643836,0,2,0
4318191,3500.0,29,8,25.03121,121.55817,4034,0.01,1,0.4931506849315068,0,2,0
4320299,5486.0,31,26,25.07743,121.57871,3045,0.49,1,0.8136986301369863,0,3,1
4372441,4000.0,28,3,25.03753,121.49889,2910,0.63,1,0.4054794520547945,0,11,0
4467294,2010.0,1,1,25.05407,121.60966,262,0.3,0,0.0,3,5,0
4468613,1350.0,2,1,24.992,121.56243,730,0.05,0,0.2410958904109589,3,9,0
4495681,1254.0,7,8,25.06172,121.54372,3831,0.06,1,0.7452054794520548,2,0,1
4495844,1411.0,7,8,25.06122,121.54294,3118,0.13,1,0.7452054794520548,0,0,1
4507773,1254.0,14,8,25.06184,121.54295,3168,0.05,1,0.7452054794520548,0,0,1
4520900,2642.0,20,1,25.06029,121.61343,730,0.29,0,0.4849315068493151,0,5,0
4561084,1254.0,7,8,25.06174,121.54354,3846,0.03,1,0.7452054794520548,2,0,1
4568861,1281.0,30,3,25.04454,121.5163,280,2.36,1,0.4575342465753425,0,1,0
4630004,1254.0,7,8,25.06209,121.54687,798,0.16,1,0.7452054794520548,0,10,1
4702288,3500.0,29,8,25.03184,121.55827,3818,0.02,1,0.19726027397260273,0,2,0
4702374,1490.0,7,8,25.06165,121.54352,3316,0.09,1,0.7452054794520548,2,0,1
4777225,935.0,30,3,25.03721,121.52759,113,1.2,1,0.673972602739726,0,1,0
4844292,1616.0,15,1,25.07851,121.59599,195,0.67,0,0.5260273972602739,0,3,0
4848637,660.0,1,12,25.03428,121.53096,840,0.13,1,0.0,2,1,0
4851830,1188.0,2,4,25.04197,121.50574,112,3.59,1,0.29315068493150687,0,11,0
4863470,2010.0,1,12,25.03379,121.53199,829,0.17,1,0.0,2,1,0
4890403,2010.0,1,12,25.03379,121.53199,873,0.11,1,0.0,2,1,0
4892246,2010.0,1,12,25.03379,121.53199,559,0.2,1,0.0,2,1,0
4894283,2010.0,1,12,25.03379,121.53199,2918,0.04,1,0.0,2,1,0
4912003,2010.0,1,12,25.03379,121.53199,944,0.11,1,0.0,2,1,0
4934107,2010.0,2,16,25.06515,121.52331,261,0.08,1,0.0,2,0,0
4938261,2010.0,2,16,25.06513,121.5234,240,0.08,1,0.0,2,0,0
4944433,2010.0,2,16,25.06515,121.52331,2827,0.34,1,0.0,2,0,0
4944559,2222.0,365,16,25.06513,121.52329,94,0.37,1,0.0136986301369863,2,0,0
4951590,1893.0,14,22,25.03289,121.56319,101,0.82,1,0.3506849315068493,0,2,0
4969123,3018.0,12,1,25.09789,121.52909,3791,0.05,0,0.5315068493150685,0,6,0
4984328,2643.0,1,11,25.04514,121.51502,152,1.85,1,0.4465753424657534,0,1,0
5001526,1814.0,5,2,24.99998,121.56952,210,2.26,0,0.6383561643835617,0,9,0
5081030,1915.0,20,11,25.04688,121.51529,2217,1.84,1,0.4931506849315068,0,1,0
5111903,1301.0,2,3,25.030485333548413,121.5600331089432,100,0.95,1,0.21095890410958903,2,2,0
5184999,2643.0,1,11,25.04504,121.51657,138,2.61,1,0.4438356164383562,0,1,0
5193504,1957.0,4,17,25.05005,121.54495,154,2.22,1,0.12054794520547946,0,10,0
5222553,2202.0,20,22,25.03219,121.56118,475,0.54,1,0.2273972602739726,0,2,0
5290265,2608.0,20,11,25.04508,121.51466,2114,1.65,1,0.4931506849315068,0,1,0
5352519,2010.0,20,11,25.04556,121.51492,3049,0.09,1,1.0,0,1,1
5395912,2010.0,1,12,25.03379,121.53199,953,0.19,1,0.0,2,1,0
5448667,600.0,28,6,25.03989,121.57772,192,1.33,1,0.7232876712328767,2,2,0
5472730,4380.0,1,5,25.05335,121.50953,590,0.41,1,0.07123287671232877,2,7,0
5475006,1425.0,50,7,25.01301,121.53317,244,0.73,1,0.6602739726027397,2,1,0
5475668,1843.0,30,7,25.01337,121.53426,217,0.84,1,0.5342465753424658,2,1,0
5515015,2010.0,2,16,25.06513,121.52333,191,0.08,1,0.0,2,0,0
5575829,2155.0,3,11,25.04199,121.507,128,2.63,1,0.46301369863013697,0,11,0
5607149,2010.0,2,16,25.06517,121.5234,352,0.2,1,0.0,2,0,0
5608812,2010.0,3,15,25.04044,121.56518,2194,0.06,1,0.2465753424657534,2,2,0
5673023,1903.0,2,16,25.06517,121.52335,451,0.16,1,0.00821917808219178,2,0,0
5680005,2643.0,1,11,25.04663,121.51504,227,1.55,1,0.1726027397260274,0,1,0
5731739,2716.0,20,22,25.030151615738447,121.56114035484477,116,0.39,1,0.34794520547945207,0,2,0
5770849,2395.0,20,11,25.04485,121.51682,2164,1.5,1,0.2465753424657534,0,1,0
5848620,1042.0,30,1,25.07132,121.51614,3922,0.01,0,0.736986301369863,2,7,1
5854576,2335.0,30,26,25.02378,121.5479,278,0.94,1,0.13972602739726028,0,8,0
5966970,2567.0,3,11,25.0407,121.50863,128,1.36,1,0.4191780821917808,0,1,0
5976179,2373.0,3,1,25.02578,121.52213,100,0.35,0,0.5534246575342465,0,1,0
6008427,720.0,28,6,25.03822,121.57635,519,0.44,1,0.736986301369863,2,2,1
6023644,700.0,28,6,25.03995,121.57594,516,0.43,1,0.4931506849315068,2,2,0
6046711,4136.0,1,5,25.05513,121.51139,1077,0.69,1,0.038356164383561646,2,7,0
6050738,2970.0,31,11,25.0235,121.52978,559,0.07,1,0.7123287671232876,0,8,1
6068270,1943.0,3,4,25.0429,121.50399,99,3.17,1,0.3095890410958904,0,11,0
6087214,2104.0,30,26,25.02451,121.55144,201,0.37,1,0.1589041095890411,0,8,0
6094681,1073.0,3,3,25.09551,121.52402,2161,0.36,1,0.5698630136986301,2,6,0
6110481,1593.0,30,1,25.033206198501222,121.57451955369262,184,1.06,0,0.8356164383561644,0,2,0
6121089,2829.0,2,16,25.06515,121.5234,127,0.11,1,0.010958904109589041,2,0,0
6121199,2963.0,2,16,25.06493,121.52325,109,1.5,1,0.005479452054794521,0,0,0
6173828,550.0,28,6,25.03787,121.57706,487,1.5,1,0.4986301369863014,2,2,0
6196233,4050.0,15,1,25.05317,121.51902,150,1.95,0,0.5945205479452055,0,7,0
6217090,2010.0,25,3,25.09302,121.52697,2178,0.4,1,0.8356164383561644,2,6,1
6224868,2300.0,31,1,25.04026,121.57604,243,0.47,0,0.6712328767123288,0,2,0
6234488,2195.0,30,7,25.04725,121.50651,149,0.33,1,0.4657534246575342,0,11,0
6243561,2178.0,7,1,25.0441,121.56956,122,1.21,0,0.4438356164383562,0,2,0
6314122,1826.0,2,3,25.04616,121.5064,157,1.56,1,0.7780821917808219,0,11,0
6380635,2010.0,365,16,25.06515,121.52342,730,0.06,1,0.0,2,0,0
6380722,2010.0,2,16,25.06515,121.52338,363,0.04,1,0.0,2,0,0
6380811,2010.0,365,16,25.06511,121.52333,235,0.06,1,0.0,2,0,0
6380940,2010.0,365,16,25.06519,121.52333,633,0.02,1,0.0,2,0,0
6386082,1355.0,1,1,25.0648,121.51836,129,0.26,0,0.9616438356164384,2,7,0
6400213,2410.0,20,22,25.03253,121.56041,288,1.19,1,0.31232876712328766,0,2,0
6405839,1180.0,30,3,25.02621,121.55511,122,0.39,1,0.4794520547945205,0,2,0
6511572,1690.0,1,7,25.04723,121.51676,129,1.11,1,0.9287671232876712,0,1,0
6511868,1690.0,1,7,25.046,121.5164,772,0.34,1,0.9424657534246575,0,1,1
6554371,1690.0,1,7,25.04741,121.51644,115,0.93,1,0.936986301369863,0,1,0
6567840,1821.0,3,11,25.0435,121.50428,211,2.89,1,0.4657534246575342,0,11,0
6597813,1819.0,1,3,25.04698,121.50522,178,0.64,1,0.4301369863013699,0,11,0
6694505,1604.0,3,22,25.052007837695463,121.52043728633356,580,0.17,1,0.4301369863013699,0,0,0
6753698,913.0,364,1,25.02731,121.5399,9999,0.0,0,0.9972602739726028,2,8,1
6816756,2643.0,1,11,25.04517,121.51601,144,1.69,1,0.18082191780821918,0,1,0
6898486,1829.0,30,7,25.04241,121.506,851,0.16,1,0.5013698630136987,0,11,0
6902353,1968.0,28,25,25.04074,121.56913,198,1.67,1,0.2273972602739726,0,2,0
6996925,2716.0,4,22,25.02636088357708,121.564432951133,366,0.31,1,0.27123287671232876,0,2,0
7014236,3380.0,1,7,25.05161,121.5694,941,0.12,1,0.3452054794520548,1,10,0
7045673,2700.0,2,1,25.04716,121.54518,359,1.67,0,0.9753424657534246,0,10,0
7196744,1690.0,1,7,25.04528,121.51748,650,0.85,1,0.936986301369863,0,1,1
7283802,1143.0,30,81,25.0123,121.534,2775,0.12,1,0.16986301369863013,2,1,0
7312737,2515.0,1,5,25.09118,121.52461,280,0.59,1,0.8767123287671232,0,6,0
7319733,1819.0,20,11,25.04666,121.51647,2162,1.55,1,0.4931506849315068,0,1,0
7351938,1057.0,3,2,25.03906,121.52243,2189,0.08,0,0.9835616438356164,2,1,1
7370637,1566.0,1,5,25.09118,121.52461,132,0.76,1,0.8301369863013699,0,6,0
7375824,1929.0,1,5,25.09118,121.52461,238,0.53,1,0.8876712328767123,0,6,0
7724648,2010.0,28,9,25.03632029315528,121.54319637793516,106,0.45,1,0.0,0,8,0
7725908,2618.0,3,11,25.04065743716523,121.50461290784766,114,2.69,1,0.40821917808219177,0,11,0
7797772,2175.0,1,16,25.0425,121.55118,96,2.34,1,0.9452054794520548,0,8,0
7848303,2682.0,7,1,25.06599,121.52398,134,0.82,0,0.23013698630136986,0,0,0
7861901,700.0,28,6,25.03981829669856,121.5771159544937,117,0.38,1,0.36164383561643837,2,2,0
7864125,650.0,28,6,25.03791,121.57534,130,0.37,1,0.5205479452054794,2,2,0
7931592,2952.0,3,11,25.04392,121.50453,109,3.2,1,0.34794520547945207,0,11,0
8002342,595.0,30,2,25.04065,121.52408,3734,0.02,0,0.32602739726027397,2,1,0
8118749,889.0,3,1,25.02381,121.56947,220,0.88,0,0.6602739726027397,2,2,0
8137719,4760.0,10,14,25.04451,121.52315,94,1.41,1,0.5808219178082191,0,1,0
8202791,1957.0,30,7,25.01328,121.53408,148,0.55,1,0.5068493150684932,2,1,0
8214630,827.0,32,2,25.0229,121.54281,3083,0.35,0,0.24383561643835616,2,8,0
8260269,4178.0,4,17,25.04336,121.55249,122,2.24,1,0.14246575342465753,0,8,0
8323680,2115.0,2,1,25.02805,121.54213,113,1.22,0,0.5808219178082191,0,8,0
8383669,2591.0,2,1,25.0343,121.5275,145,1.0,0,0.736986301369863,0,1,0
8384357,846.0,32,2,25.02316,121.54164,3089,0.19,0,0.2273972602739726,2,8,0
8395269,3050.0,1,5,25.05531,121.50973,693,0.48,1,0.0684931506849315,2,7,0
8428125,2010.0,365,2,25.034389,121.5289,388,0.35,0,0.0547945205479452,0,1,0
8431901,4436.0,3,1,25.04123,121.56333,129,0.7,0,0.3643835616438356,0,2,0
8479555,1321.0,3,5,25.040599064709784,121.57782326234636,559,0.86,1,0.8712328767123287,0,2,1
8547900,2515.0,3,11,25.04411,121.50639,158,2.51,1,0.4657534246575342,0,11,0
8613386,1980.0,1,1,24.99066,121.54441,184,0.66,0,0.2273972602739726,0,9,0
8620493,1904.0,3,9,25.03619,121.54528,122,0.9,1,0.09041095890410959,0,8,0
8712419,1598.0,30,1,25.07615,121.62145,408,0.25,0,0.44931506849315067,0,3,0
8781059,2073.0,28,4,25.04363,121.52467,134,2.46,1,0.4904109589041096,0,1,0
8880657,1843.0,4,4,25.04507,121.50375,129,3.0,1,0.3780821917808219,0,11,0
8893269,2010.0,365,2,25.034269,121.528816,308,0.74,0,0.7397260273972602,0,1,1
9051375,1371.0,3,5,25.038837966163644,121.57629652738392,121,0.87,1,0.8575342465753425,0,2,0
9053364,1363.0,3,5,25.04043924749959,121.57816739064955,165,0.96,1,0.8383561643835616,0,2,0
9054031,1690.0,3,5,25.03862746745994,121.57666728074692,233,0.84,1,0.9232876712328767,2,2,0
9121994,4115.0,2,1,25.02489,121.52946,1713,2.07,0,0.24383561643835616,0,8,0
9144261,2437.0,2,9,25.04676,121.51505,170,3.15,1,0.13972602739726028,0,1,0
9202653,2125.0,3,1,25.04304,121.551,157,0.68,0,0.1506849315068493,0,8,0
9292277,2202.0,14,22,25.0325,121.56464,749,0.15,1,0.23835616438356164,0,2,0
9372986,1879.0,14,2,25.04048,121.52743,161,0.87,0,0.2602739726027397,0,1,0
9413296,1270.0,3,3,25.04634,121.51768,150,1.69,1,0.01643835616438356,0,1,0
9419095,2515.0,1,2,25.04576,121.50526,815,0.13,0,0.6986301369863014,2,11,0
9438346,1989.0,4,1,25.04571,121.5158,138,2.5,0,0.5726027397260274,0,1,0
9457310,1779.0,3,2,25.04221,121.50663,2429,0.13,0,0.18356164383561643,0,11,0
9466812,4463.0,10,14,25.04184,121.50649,120,1.53,1,0.736986301369863,0,11,0
9468976,1466.0,1,16,25.044,121.55127,96,2.37,1,0.9616438356164384,0,8,0
9471108,4056.0,2,9,25.04624,121.51583,366,2.25,1,0.1863013698630137,0,1,0
9622276,1820.0,4,2,25.0214044,121.5323447,9999,0.0,0,0.21643835616438356,2,8,0
9669477,3500.0,7,8,25.03192,121.5585,1153,0.05,1,0.27945205479452057,0,2,0
9788632,3552.0,1,1,25.04089,121.50458,450,1.79,0,0.5506849315068493,0,11,0
9852663,2188.0,7,7,25.0436,121.57001,101,2.98,1,0.5287671232876713,0,2,0
9868533,2010.0,30,5,25.08572,121.52482,2056,0.05,1,0.0,2,6,0
9950852,1573.0,30,2,24.99972,121.56979,124,2.12,0,0.6082191780821918,0,9,0
9988638,1981.0,30,1,25.05009,121.52461,587,1.23,0,0.4876712328767123,0,0,0
10047044,1843.0,1,1,25.03738,121.5888,263,0.62,0,0.989041095890411,2,2,0
10150463,1489.0,3,3,25.018394797910265,121.53236798952058,96,0.73,1,0.4301369863013699,2,8,0
10150804,1982.0,3,3,25.018449783325195,121.53235626220705,117,0.29,1,0.6602739726027397,2,8,0
10151418,1821.0,3,3,25.018449783325195,121.53235626220705,154,0.91,1,0.5753424657534246,2,8,0
10167061,1803.0,2,1,25.02513,121.54312,241,0.38,0,0.4876712328767123,2,8,0
10196520,814.0,30,6,25.09246,121.52202,218,1.29,1,0.5561643835616439,2,6,0
10232580,1793.0,30,1,25.03443,121.57113,9999,0.0,0,0.9972602739726028,0,2,1
10254998,2065.0,28,9,25.01383,121.53348,2382,0.26,1,0.9808219178082191,0,1,1
10296809,843.0,30,6,25.09246,121.52202,203,1.2,1,0.44931506849315067,0,6,0
10301726,3215.0,10,7,25.0306,121.54329,171,2.09,1,0.6109589041095891,0,8,0
10448762,5295.0,2,16,25.04321,121.54682,173,2.15,1,0.9397260273972603,0,8,0
10463842,822.0,30,1,25.02738,121.52138,95,1.67,0,0.4849315068493151,2,1,0
10483990,2215.0,3,1,25.0845,121.55708,3281,0.02,0,0.9753424657534246,0,0,1
10530378,2010.0,2,16,25.06532,121.52862,1092,0.04,1,0.0,2,0,0
10554878,2010.0,1,12,25.02789,121.55714,960,0.06,1,0.31232876712328766,1,2,0
10558422,2010.0,1,12,25.02836,121.55873,635,0.06,1,0.052054794520547946,1,2,0
10559106,1643.0,1,12,25.02924538133069,121.55849697309056,3633,0.01,1,0.28493150684931506,1,2,0
10560003,2229.0,2,16,25.04319,121.50617,134,2.43,1,0.8547945205479452,0,11,0
10576868,2010.0,1,12,25.027985046100397,121.55801755138904,9999,0.0,1,0.09315068493150686,1,2,0
10578817,1666.0,1,7,25.04596900939941,121.5158462524414,2120,0.43,1,0.915068493150685,0,1,1
10579389,1766.0,1,7,25.04596900939941,121.5158462524414,118,0.33,1,0.6493150684931507,0,1,0
10596335,3500.0,10,8,25.03207,121.55739,9999,0.0,1,0.0684931506849315,0,8,0
10619369,1075.0,2,16,25.04335,121.50603,148,2.48,1,0.873972602739726,0,11,0
10619401,1738.0,1,12,25.027967812656478,121.55855502940506,731,0.08,1,0.08767123287671233,1,2,0
10619884,1222.0,1,12,25.02826,121.55882,195,0.1,1,0.08767123287671233,1,2,0
10620143,520.0,1,12,25.02805,121.55799,231,0.08,1,0.3150684931506849,1,2,0
10620342,520.0,1,12,25.029838694337187,121.5586958547922,222,0.09,1,0.31232876712328766,1,2,0
10650328,1120.0,2,4,25.04434,121.50531,120,2.64,1,0.32054794520547947,0,11,0
10689015,1839.0,2,2,25.04271,121.50633,128,1.86,0,0.4273972602739726,0,11,0
10740773,799.0,3,8,25.02412,121.56426,136,1.5,1,0.2219178082191781,2,2,0
10742557,3433.0,3,2,25.11437,121.53783,3096,0.05,0,0.7205479452054795,0,6,1
10753725,1707.0,1,7,25.05938,121.54327,340,0.42,1,0.6602739726027397,0,0,0
10755410,1707.0,1,7,25.060264587402344,121.54430389404295,724,0.56,1,0.6602739726027397,0,10,0
10755679,2010.0,1,7,25.06051,121.54318,425,0.45,1,0.0,0,0,0
10758473,2010.0,1,8,25.04514,121.50645,2463,0.23,1,0.9726027397260274,2,11,1
10844845,760.0,1,8,25.04724,121.50507,3148,0.1,1,1.0,2,11,1
10845204,2010.0,1,8,25.04705,121.50495,2605,0.07,1,0.989041095890411,2,11,1
10845460,670.0,1,8,25.0454,121.50492,9999,0.0,1,1.0,2,11,1
10846244,577.0,1,8,25.04489,121.50642,2462,0.03,1,0.958904109589041,2,11,1
10847380,2010.0,1,8,25.04625,121.50778,2343,0.08,1,0.9780821917808219,2,11,1
10847892,656.0,1,8,25.04709,121.50653,2331,0.04,1,1.0,2,11,1
10848436,756.0,1,8,25.04657,121.5044,2431,0.02,1,1.0,2,11,1
11007917,1692.0,3,11,25.04164,121.50559,128,2.85,1,0.4465753424657534,0,11,0
11024330,760.0,2,2,25.05226,121.56115,363,0.28,0,0.25753424657534246,2,10,0
11129625,2987.0,1,1,25.02311,121.49016,729,0.11,0,0.23835616438356164,0,11,0
11140660,2395.0,4,47,25.04645,121.51235,2151,0.88,1,0.2136986301369863,0,1,0
11183004,1218.0,2,16,25.04209,121.50589,121,2.41,1,0.8438356164383561,0,11,0
11246441,3050.0,1,5,25.05419,121.510292,590,0.41,1,0.07123287671232877,2,7,0
11301973,1643.0,2,5,25.04508,121.50514,108,0.8,1,0.7863013698630137,0,11,0
11324283,2010.0,3,1,25.02421,121.52794,175,1.5,0,0.0027397260273972603,0,8,0
11327928,3228.0,3,1,24.99743283218915,121.5580090012751,137,1.17,0,0.936986301369863,0,9,0
11330930,4234.0,2,19,25.0412,121.54198,184,0.69,1,0.9506849315068493,0,8,0
11402960,2155.0,3,11,25.04364,121.50377,134,2.38,1,0.4602739726027397,0,11,0
11540482,2010.0,30,81,25.01218,121.53423,268,0.15,1,0.0,2,1,0
11561837,1762.0,28,25,25.04211,121.57096,263,1.27,1,0.10136986301369863,0,2,0
11660562,2010.0,2,1,25.03133,121.55522,96,1.92,0,0.00821917808219178,2,8,0
11679874,749.0,1,7,25.02281,121.53019,105,0.27,1,0.7589041095890411,2,8,0
11686801,4810.0,28,3,25.03623,121.49915,3285,0.07,1,0.4849315068493151,0,11,0
11693088,1000.0,2,1,25.074437789437688,121.51265302992029,205,0.52,0,0.8657534246575342,2,7,0
11839710,2678.0,3,4,25.06769,121.60909,110,2.18,1,0.6356164383561644,0,3,0
11977286,2222.0,2,16,25.04243,121.54405,106,2.24,1,0.9315068493150684,0,8,0
12044977,4166.0,3,1,25.04791,121.59188,2188,0.75,0,0.2410958904109589,0,5,0
12073442,1648.0,30,2,25.05074,121.5333,188,1.78,0,0.8246575342465754,0,0,1
12078891,1707.0,1,7,25.06226,121.54321,171,0.8,1,0.6602739726027397,0,0,0
12080926,854.0,25,3,25.043,121.54326,9999,0.0,1,0.9972602739726028,2,8,1
12085043,1715.0,3,5,25.04685,121.5051,165,0.42,1,0.7917808219178082,0,11,0
12128820,1178.0,2,16,25.04378,121.50798,108,2.36,1,0.8328767123287671,0,11,0
12163734,1707.0,1,7,25.06213,121.54349,311,0.46,1,0.6602739726027397,2,0,0
12177438,2304.0,2,16,25.03126,121.55543,101,1.6,1,0.9424657534246575,0,8,0
12195168,1500.0,40,4,25.04666,121.51473,3267,0.44,1,0.9972602739726028,0,1,1
12221943,1987.0,1,7,25.06102561950684,121.5443878173828,240,0.27,1,0.6602739726027397,0,10,0
12255487,2263.0,14,1,25.03057,121.55422,271,0.56,0,0.23835616438356164,0,8,0
12333661,2010.0,30,3,25.02308,121.56706,3226,0.1,1,0.0,2,2,0
12367961,2080.0,1,5,25.06066,121.51059,160,1.19,1,0.7917808219178082,2,7,1
12396857,1672.0,30,1,25.050791392635407,121.57419791415228,9999,0.0,0,0.2465753424657534,0,10,0
12473860,2010.0,30,81,25.02076,121.52452,9999,0.0,1,0.0,2,1,0
12482688,4380.0,2,5,25.06065,121.51119,2562,0.19,1,0.9123287671232877,2,7,1
