id,price,minimum_nights,calculated_host_listings_count,latitude,longitude,last_review_days_ago,reviews_per_month,is_superhost_proxy,avail_rate,room_type_enc,neighbourhood_enc,is_unsold,review_recency_ratio,review_decay,review_density_ratio
68398,0.19754202060365084,0.07967032967032968,0.025000000000000005,0.30253767256695596,0.5015704680840827,0.009286363177551226,0.004594180704441042,1.0,0.7095890410958904,0.0,0.7272727272727273,0,0.14285714285714285,0.04206675811614083,0.2671019827774341
271733,0.21597686607626965,0.03571428571428572,0.0,0.1600932264848609,0.5052591099107531,0.0003028161905723227,0.023481368044920882,0.0,0.13424657534246576,0.0,0.8181818181818182,0,0.06493506493506493,0.021719250114311844,0.6677549569435851
272314,0.2195915416591361,0.24450549450549453,0.0,0.3860606359224903,0.4117159779834765,0.39628545472897947,0.0025523226135783566,0.0,0.9808219178082191,0.0,0.7272727272727273,1,0.0,0.918609967992684,0.0
289296,0.47298030001807334,0.07967032967032968,0.0125,0.3899683896404724,0.47494904481698086,0.05299283335015645,0.011230219499744768,0.0,0.4986301369863014,0.0,0.7272727272727273,0,0.0,0.14106081390032008,0.0
289298,0.3958069763238749,0.07967032967032968,0.0125,0.6259222808017739,0.5339267576841848,0.032502271121429296,0.06380806533945892,0.0,0.873972602739726,0.0,0.0,1,0.0,0.09465020576131687,0.0
333362,0.3097776974516537,0.005494505494505494,0.0,0.6136407691167278,0.47114162284719896,0.0019178358736247087,0.03471158754466565,0.0,0.8931506849315068,0.0,0.0,0,0.12389380530973451,0.025377229080932786,1.8697138794420385
646629,0.400325320802458,0.0027472527472527475,0.0,0.23000705655951492,0.33464829681508945,0.0006056323811446454,0.09341500765696785,0.0,0.27123287671232876,0.0,0.7272727272727273,0,0.08710801393728224,0.02240512117055327,3.3387747847179257
718493,0.27182360383155607,0.09340659340659341,0.3125,0.5532876839169489,0.7340030494359553,0.009387301907742,0.030117406840224605,1.0,0.6246575342465753,0.0,0.2727272727272727,0,0.010752688172043012,0.04229538180155464,0.13355099138871704
761561,0.27688414964756913,0.01098901098901099,0.0,0.27682961532966033,0.26636204513249595,0.006359140002018773,0.014293006636038797,0.0,0.36164383561643837,0.0,0.09090909090909091,0,0.09302325581395349,0.03543667123914038,0.5342039655548682
869581,0.5523224290619917,0.9972527472527473,0.0125,0.9096376062938702,0.3484829111500858,0.20530937720803472,0.011740684022460441,0.0,0.9972602739726028,0.0,0.5454545454545454,1,0.0,0.48605395518975764,0.0
963051,0.2560997650460871,0.005494505494505494,0.037500000000000006,0.35033260192960824,0.5270584670718108,0.09841526193600483,0.0015313935681470138,1.0,0.6602739726027397,0.6666666666666666,0.18181818181818182,0,0.0,0.24394147233653407,0.0
983054,0.09127055846737755,0.08241758241758242,0.0125,0.354984689689104,0.9491597184018019,0.18905824164732007,0.018376722817764167,0.0,0.9972602739726028,0.6666666666666666,0.4545454545454546,1,0.0,0.4492455418381344,0.0
1015037,0.2524850894632206,0.07967032967032968,0.025000000000000005,0.38224521030096525,0.4647006849392028,0.058645402240839806,0.003573251659009699,1.0,0.8794520547945206,0.0,0.7272727272727273,1,0.0,0.15386374028349337,0.0
1037747,0.2080245797939635,1.0,0.0125,0.9739604730484075,0.16042612796991307,0.20490562228727163,0.031138335885655948,0.0,0.9945205479452055,0.0,0.36363636363636365,1,0.0,0.4851394604481024,0.0
1072856,0.48870413880354235,0.0,0.07500000000000001,0.4436224684665717,0.6133600317228911,0.10144342384172807,0.012761613067891782,1.0,0.3232876712328767,0.3333333333333333,0.9090909090909092,0,0.0,0.25080018289894834,0.0
1072857,0.5635279233688777,0.0,0.07500000000000001,0.4440566633241474,0.6133600317228911,0.012112647622892905,0.021949974476773864,1.0,0.3589041095890411,0.3333333333333333,0.9090909090909092,0,0.031746031746031744,0.04846822130772748,0.2671019827774341
1094125,0.8485450930778963,0.05219780219780221,0.037500000000000006,0.3830212719196311,0.48958149003465223,0.008882608256788129,0.03828483920367535,1.0,0.2,0.0,0.7272727272727273,0,0.07339449541284404,0.0411522633744856,1.0684079311097363
1097851,0.5445508765588288,0.0027472527472527475,0.0,0.3828972162460502,0.5907394659018337,0.0015140809528616118,0.10719754977029097,0.0,0.9123287671232877,0.0,0.18181818181818182,0,0.026058631921824105,0.02446273433927755,1.0684079311097363
1120179,0.3768299295138261,0.05494505494505495,0.037500000000000006,0.3835795224507592,0.48898424737274127,0.01635207429090542,0.042368555385400714,1.0,0.1780821917808219,0.0,0.7272727272727273,0,0.058333333333333334,0.058070416095107456,0.9348569397210192
1126278,0.3724923188143864,0.09340659340659341,0.0125,0.4784200849075546,0.5372115923248657,0.4322196426768951,0.0005104645227156713,0.0,0.9945205479452055,0.6666666666666666,0.9090909090909092,1,0.0,1.0,0.0
1259320,0.7621543466473885,0.07417582417582418,0.0,0.3347636148945128,0.4899547666983608,0.00504693650953871,0.07146503318019398,0.0,0.3643835616438356,0.0,0.7272727272727273,0,0.08133971291866028,0.03246456332876086,2.2703668536081896
1297987,0.4185794324959335,0.016483516483516484,0.0,0.41726063782948586,0.21806004484767527,0.00504693650953871,0.06789178152118429,0.0,0.6547945205479452,0.0,0.09090909090909091,0,0.04081632653061224,0.03246456332876086,1.0684079311097363
1599241,0.8575817820350624,0.0,0.0125,0.817464240819163,0.2974933188864952,0.9999999999999998,0.0,0.0,0.9972602739726028,0.6666666666666666,0.5454545454545454,1,0.0,1.0,0.0
1618365,0.28574010482559187,0.0,0.05,0.9542356209481682,0.10510652640721219,0.051882507318057935,0.002041858090862685,1.0,0.8821917808219178,0.6666666666666666,0.36363636363636365,1,0.0,0.13854595336076816,0.0
1631691,0.2638713175492499,0.0,0.06250000000000001,0.5034793309720271,0.4133583953038169,0.0017159584132431602,0.03471158754466565,1.0,0.8931506849315068,0.0,0.0,0,0.12121212121212122,0.024919981710105166,1.6026118966646044
1664910,0.3171877823965299,0.0,0.0,0.2910339899553094,0.2414271639963772,0.002927223175532451,0.04543134252169474,0.0,0.8273972602739726,0.0,0.09090909090909091,0,0.031007751937984496,0.027663465935070873,0.5342039655548682
1671130,0.23061630218687873,0.07417582417582418,0.025000000000000005,0.40566143234914875,0.21641762752733484,0.00434036539820329,0.14344053088310363,1.0,0.8191780821917808,0.0,0.09090909090909091,0,0.01876675603217158,0.030864197530864196,0.9348569397210192
1689077,0.2638713175492499,0.0,0.06250000000000001,0.494857461657773,0.4181363365994457,0.0003028161905723227,0.03930576824910669,1.0,0.8767123287671232,0.0,0.0,0,0.18584070796460178,0.021719250114311844,2.804570819163058
1701140,0.23585758178203506,0.005494505494505494,0.2625,0.450197419166642,0.2524761532423554,0.017159584132431613,0.1138335885655947,1.0,0.410958904109589,0.0,0.0,0,0.028125,0.05989940557841793,1.2019589224984533
1718240,0.46394361106090726,0.0,0.025000000000000005,0.28842882080999743,0.48308647608610045,0.002927223175532451,0.06278713629402757,1.0,0.5287671232876713,0.0,0.7272727272727273,0,0.10759493670886076,0.027663465935070873,2.2703668536081896
1804621,0.6088921019338515,0.005494505494505494,0.0,0.397466481433554,0.4733314154001391,0.007671343494498838,0.030117406840224605,0.0,0.7397260273972602,0.0,0.7272727272727273,0,0.03529411764705882,0.038408779149519894,0.4006529741661511
